Outcome,Approach,Estimate,SE,CI_Lower,CI_Upper,Correlation,Measure,Selection
O2,Bivariate Selection on effect,0.7014042264252726,0.3602629913108172,-0.0047112365439291315,1.4075196893944741,0.67,log RR,1
O1,Bivariate Selection on zscore,1.0796113200372384,0.15571107317452582,0.7744176166151677,1.384805023459309,0.67,log RR,1
O2,Bivariate Selection on zscore,0.6852811261520672,0.3670234084504979,-0.034084754410908746,1.404647006715043,0.67,log RR,1
O1,Naive estimate,1.144283265648265,0.16146869790669616,0.8278104331205627,1.4607560981759675,0.67,log RR,1.1
O2,Naive estimate,1.0057157967056067,0.4370417766097308,0.1491296548111346,1.862301938600079,0.67,log RR,1.1
O1,Bivariate Selection on effect,1.0993708943702314,0.15557410766305244,0.7944456433506486,1.4042961453898142,0.67,log RR,1.1
O2,Bivariate Selection on effect,0.6832311733396569,0.3573431044241508,-0.01716131133167864,1.3836236580109924,0.67,log RR,1.1
O1,Bivariate Selection on zscore,1.076936140852181,0.15578449425243304,0.7715985321174121,1.3822737495869497,0.67,log RR,1.1
O2,Bivariate Selection on zscore,0.6630674469143385,0.36348579593176694,-0.049364713111924696,1.3754996069406018,0.67,log RR,1.1
O1,Naive estimate,1.144283265648265,0.16146869790669616,0.8278104331205627,1.4607560981759675,0.67,log RR,1.2000000000000002
O2,Naive estimate,1.0057157967056067,0.4370417766097308,0.1491296548111346,1.862301938600079,0.67,log RR,1.2000000000000002
O1,Bivariate Selection on effect,1.0983045651634822,0.15548414001558303,0.7935556507329394,1.4030534795940248,0.67,log RR,1.2000000000000002
O2,Bivariate Selection on effect,0.6678817468725178,0.3548373771003953,-0.027599512244257052,1.3633630059892927,0.67,log RR,1.2000000000000002
O1,Bivariate Selection on zscore,1.074620142702405,0.15584595270983193,0.7691620753911343,1.3800782100136755,0.67,log RR,1.2000000000000002
O2,Bivariate Selection on zscore,0.6442088425170722,0.36023527206627565,-0.06185229073282805,1.3502699757669725,0.67,log RR,1.2000000000000002
O1,Naive estimate,1.144283265648265,0.16146869790669616,0.8278104331205627,1.4607560981759675,0.67,log RR,1.3
O2,Naive estimate,1.0057157967056067,0.4370417766097308,0.1491296548111346,1.862301938600079,0.67,log RR,1.3
O1,Bivariate Selection on effect,1.0973614663699276,0.15538313260187606,0.7928105264702505,1.4019124062696047,0.67,log RR,1.3
O2,Bivariate Selection on effect,0.6548752713889191,0.3526578870740939,-0.036334187276304886,1.3460847300541432,0.67,log RR,1.3
O1,Bivariate Selection on zscore,1.072620905188264,0.1558952371488179,0.7670662403765809,1.3781755699999472,0.67,log RR,1.3
O2,Bivariate Selection on zscore,0.6282321103424421,0.35725862683996407,-0.07199479826388744,1.3284590189487715,0.67,log RR,1.3
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,0
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,0
O1,Bivariate Selection on effect,1.5665228221539382,0.1884189201956897,1.1972217385703865,1.93582390573749,estimated,log OR,0
O2,Bivariate Selection on effect,0.975410244281354,0.4122760670696246,0.16734915282488982,1.7834713357378182,estimated,log OR,0
O1,Bivariate Selection on zscore,1.5665228221539382,0.1884189201956897,1.1972217385703865,1.93582390573749,estimated,log OR,0
O2,Bivariate Selection on zscore,0.975410244281354,0.4122760670696246,0.16734915282488982,1.7834713357378182,estimated,log OR,0
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,0.1
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,0.1
O1,Bivariate Selection on effect,1.5678859491414132,0.18865828645626576,1.1981157076871323,1.9376561905956942,estimated,log OR,0.1
O2,Bivariate Selection on effect,0.9105892146602808,0.4128890630778092,0.10132665102777472,1.719851778292787,estimated,log OR,0.1
O1,Bivariate Selection on zscore,1.5656344802315878,0.18849705959651017,1.196180243422428,1.9350887170407476,estimated,log OR,0.1
O2,Bivariate Selection on zscore,0.9224390366684021,0.4125308870287412,0.1138784980920694,1.7309995752447347,estimated,log OR,0.1
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,0.2
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,0.2
O1,Bivariate Selection on effect,1.5690638648198334,0.18890214794701676,1.1988156548436806,1.9393120747959862,estimated,log OR,0.2
O2,Bivariate Selection on effect,0.8448843221405157,0.4145129800049176,0.032438881330877245,1.657329762950154,estimated,log OR,0.2
O1,Bivariate Selection on zscore,1.5645502023450772,0.18853002101060556,1.1950313611642904,1.934069043525864,estimated,log OR,0.2
O2,Bivariate Selection on zscore,0.868551082026799,0.4133840545304119,0.05831833514719176,1.6787838289064063,estimated,log OR,0.2
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,0.30000000000000004
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,0.30000000000000004
O1,Bivariate Selection on effect,1.569808063584449,0.18908658190411226,1.1991983630523888,1.940417764116509,estimated,log OR,0.30000000000000004
O2,Bivariate Selection on effect,0.7771507695993246,0.4174832267842809,-0.041116354897865914,1.5954178940965151,estimated,log OR,0.30000000000000004
O1,Bivariate Selection on zscore,1.5631588940816894,0.18846613994498676,1.1937652597895154,1.9325525283738634,estimated,log OR,0.30000000000000004
O2,Bivariate Selection on zscore,0.812934766161781,0.415430721283303,-0.0013094475534929373,1.6271789798770548,estimated,log OR,0.30000000000000004
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,0.4
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,0.4
O1,Bivariate Selection on effect,1.569697204142619,0.18912558717824623,1.1990110532732563,1.9403833550119816,estimated,log OR,0.4
O2,Bivariate Selection on effect,0.7059948989542912,0.42161421444721753,-0.12036896136225506,1.5323587592708376,estimated,log OR,0.4
O1,Bivariate Selection on zscore,1.561301386166631,0.1882387725994679,1.192353391871674,1.930249380461588,estimated,log OR,0.4
O2,Bivariate Selection on zscore,0.7542121519101964,0.41911211843466883,-0.06724760022175447,1.5756719040421472,estimated,log OR,0.4
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,0.5
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,0.5
O1,Bivariate Selection on effect,1.5681696966496386,0.18892125422737047,1.1978840383639926,1.9384553549352845,estimated,log OR,0.5
O2,Bivariate Selection on effect,0.6305864092487751,0.4257155665253059,-0.2038161011408245,1.4649889196383747,estimated,log OR,0.5
O1,Bivariate Selection on zscore,1.5587772123646233,0.18777245843134988,1.1907431938391775,1.9268112308900691,estimated,log OR,0.5
O2,Bivariate Selection on zscore,0.690787561542497,0.42420902889193607,-0.1406621350856977,1.5222372581706916,estimated,log OR,0.5
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,0.6000000000000001
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,0.6000000000000001
O1,Bivariate Selection on effect,1.5647250476405679,0.18837787767957542,1.1955044073886,1.9339456878925356,estimated,log OR,0.6000000000000001
O2,Bivariate Selection on effect,0.5519523136925666,0.4275621695576712,-0.2860695386404689,1.3899741660256022,estimated,log OR,0.6000000000000001
O1,Bivariate Selection on zscore,1.555398884716934,0.18700088961141484,1.188877141078561,1.921920628355307,estimated,log OR,0.6000000000000001
O2,Bivariate Selection on zscore,0.6217754992983535,0.42932098260588664,-0.21969362660918423,1.4632446252058913,estimated,log OR,0.6000000000000001
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,0.7000000000000001
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,0.7000000000000001
O1,Bivariate Selection on effect,1.5592651263378123,0.18742568699105383,1.1919107798353468,1.926619472840278,estimated,log OR,0.7000000000000001
O2,Bivariate Selection on effect,0.47386732149548183,0.4249366152564963,-0.3590084444072509,1.3067430873982144,estimated,log OR,0.7000000000000001
O1,Bivariate Selection on zscore,1.5511045093351143,0.1858991300099682,1.1867422145155766,1.915466804154652,estimated,log OR,0.7000000000000001
O2,Bivariate Selection on zscore,0.5483238235615685,0.431942021322918,-0.29828253823135076,1.3949301853544878,estimated,log OR,0.7000000000000001
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,0.8
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,0.8
O1,Bivariate Selection on effect,1.5523179399891365,0.186069548107591,1.1876216256982581,1.9170142542800148,estimated,log OR,0.8
O2,Bivariate Selection on effect,0.402000041726169,0.41731373176516434,-0.4159348725335531,1.2199349559858912,estimated,log OR,0.8
O1,Bivariate Selection on zscore,1.5460752135650675,0.1845191532201965,1.1844176732534824,1.9077327538766526,estimated,log OR,0.8
O2,Bivariate Selection on zscore,0.4743707054118224,0.4296807630273897,-0.3678035901218614,1.3165450009455062,estimated,log OR,0.8
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,0.9
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,0.9
O1,Bivariate Selection on effect,1.544859596879377,0.18443436334622276,1.1833682447207803,1.9063509490379738,estimated,log OR,0.9
O2,Bivariate Selection on effect,0.34134761553734755,0.40646212836501183,-0.45531815605807563,1.1380133871327707,estimated,log OR,0.9
O1,Bivariate Selection on zscore,1.540738681723416,0.18299820231220346,1.1820622051914973,1.899415158255335,estimated,log OR,0.9
O2,Bivariate Selection on zscore,0.40563450917284416,0.42199682742739575,-0.4214792725848515,1.2327482909305398,estimated,log OR,0.9
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,1
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,1
O1,Bivariate Selection on effect,1.5378436855920845,0.18273481781999878,1.1796834426648868,1.8960039285192822,estimated,log OR,1
O2,Bivariate Selection on effect,0.29406843411768707,0.3951645935853625,-0.4804541693096234,1.0685910375449976,estimated,log OR,1
O1,Bivariate Selection on zscore,1.535605863306929,0.18151480839458314,1.179836838853546,1.8913748877603118,estimated,log OR,1
O2,Bivariate Selection on zscore,0.34709485406526536,0.4107214794328415,-0.457919245623104,1.1521089537536346,estimated,log OR,1
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,1.1
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,1.1
O1,Bivariate Selection on effect,1.531850880064817,0.18117565048132744,1.1767466051214153,1.8869551550082186,estimated,log OR,1.1
O2,Bivariate Selection on effect,0.2593767522943758,0.3855071940725758,-0.4962173480878727,1.0149708526766243,estimated,log OR,1.1
O1,Bivariate Selection on zscore,1.5310622871057646,0.18021581778744464,1.1778392842423733,1.884285289969156,estimated,log OR,1.1
O2,Bivariate Selection on zscore,0.30099251072130495,0.39874116005632265,-0.4805401629890874,1.0825251844316974,estimated,log OR,1.1
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,1.2000000000000002
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,1.2000000000000002
O1,Bivariate Selection on effect,1.5270531564880743,0.1798758996078725,1.1744963932566441,1.8796099197195044,estimated,log OR,1.2000000000000002
O2,Bivariate Selection on effect,0.23487678432353506,0.37826162212203723,-0.5065159950356579,0.9762695636827281,estimated,log OR,1.2000000000000002
O1,Bivariate Selection on zscore,1.5272746216278819,0.17917124538555748,1.1760989806721893,1.8784502625835744,estimated,log OR,1.2000000000000002
O2,Bivariate Selection on zscore,0.2667590822957324,0.388292335092416,-0.49429389448540295,1.0278120590768678,estimated,log OR,1.2000000000000002
O1,Naive estimate,1.5640894031495887,0.1905942489729482,1.19053153950215,1.9376472667970273,estimated,log OR,1.3
O2,Naive estimate,1.1533359144153994,0.47643610654677815,0.21953830464922652,2.0871335241815725,estimated,log OR,1.3
O1,Bivariate Selection on effect,1.5233616927942957,0.17886333765955797,1.172789550981562,1.8739338346070293,estimated,log OR,1.3
O2,Bivariate Selection on effect,0.2178948238343632,0.37326305211592126,-0.5137007583128425,0.9494904059815689,estimated,log OR,1.3
O1,Bivariate Selection on zscore,1.5242307938793227,0.17837997434252234,1.1746060441679789,1.8738555435906665,estimated,log OR,1.3
O2,Bivariate Selection on zscore,0.24225002882415284,0.38029805888217266,-0.5031341665849056,0.9876342242332112,estimated,log OR,1.3
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,0
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,0
O1,Bivariate Selection on effect,1.0854505341237115,0.1477582317406534,0.7958443999120308,1.3750566683353922,estimated,log RR,0
O2,Bivariate Selection on effect,1.0314160327352802,0.425454756434079,0.19752471012448536,1.8653073553460748,estimated,log RR,0
O1,Bivariate Selection on zscore,1.0854505341237115,0.1477582317406534,0.7958443999120308,1.3750566683353922,estimated,log RR,0
O2,Bivariate Selection on zscore,1.0314160327352802,0.425454756434079,0.19752471012448536,1.8653073553460748,estimated,log RR,0
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,0.1
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,0.1
O1,Bivariate Selection on effect,1.0858002914139833,0.14797327774123886,0.7957726670411551,1.3758279157868114,estimated,log RR,0.1
O2,Bivariate Selection on effect,0.9444807490324559,0.42278555939905094,0.11582105261031617,1.7731404454545956,estimated,log RR,0.1
O1,Bivariate Selection on zscore,1.0835233785715597,0.14773220886263683,0.7939682492007916,1.3730785079423278,estimated,log RR,0.1
O2,Bivariate Selection on zscore,0.9564001029189466,0.42330329580128095,0.12672564314843593,1.7860745626894574,estimated,log RR,0.1
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,0.2
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,0.2
O1,Bivariate Selection on effect,1.0860553762676104,0.14823926306967508,0.7955064206510473,1.3766043318841734,estimated,log RR,0.2
O2,Bivariate Selection on effect,0.8594481045760534,0.41931605344172035,0.03758863983028149,1.6813075693218251,estimated,log RR,0.2
O1,Bivariate Selection on zscore,1.0814507340689887,0.1478250936179217,0.7917135505778622,1.3711879175601154,estimated,log RR,0.2
O2,Bivariate Selection on zscore,0.8822062980801565,0.4202673116408829,0.058482367264026114,1.7059302288962868,estimated,log RR,0.2
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,0.30000000000000004
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,0.30000000000000004
O1,Bivariate Selection on effect,1.0861161169782445,0.14854822382583335,0.7949615982796112,1.3772706356768778,estimated,log RR,0.30000000000000004
O2,Bivariate Selection on effect,0.7773877678089937,0.41445591317830305,-0.034945822020480355,1.5897213576384677,estimated,log RR,0.30000000000000004
O1,Bivariate Selection on zscore,1.0791451945828598,0.1480562662445482,0.7889549127435453,1.3693354764221743,estimated,log RR,0.30000000000000004
O2,Bivariate Selection on zscore,0.8098431708585082,0.4158494793762572,-0.005221808718955945,1.6249081504359724,estimated,log RR,0.30000000000000004
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,0.4
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,0.4
O1,Bivariate Selection on effect,1.0858601373158143,0.1488684411988611,0.7940779925660466,1.377642282065582,estimated,log RR,0.4
O2,Bivariate Selection on effect,0.7000706471783793,0.4076500059489324,-0.09892336448152816,1.4990646588382868,estimated,log RR,0.4
O1,Bivariate Selection on zscore,1.0765464735148356,0.14840904568480914,0.7856647439726097,1.3674282030570615,estimated,log RR,0.4
O2,Bivariate Selection on zscore,0.7408412316754925,0.40953122072798104,-0.06183996095135025,1.5435224243023353,estimated,log RR,0.4
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,0.5
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,0.5
O1,Bivariate Selection on effect,1.0852505381005804,0.14915417082748642,0.7929083632787071,1.3775927129224537,estimated,log RR,0.5
O2,Bivariate Selection on effect,0.629745030923103,0.39902828604686996,-0.15235040972876213,1.4118404715749682,estimated,log RR,0.5
O1,Bivariate Selection on zscore,1.0736691128484945,0.14883031615384948,0.7819616931869495,1.3653765325100395,estimated,log RR,0.5
O2,Bivariate Selection on zscore,0.6771606126391164,0.40116612810412783,-0.10912499844497414,1.4634462237232069,estimated,log RR,0.5
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,0.6000000000000001
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,0.6000000000000001
O1,Bivariate Selection on effect,1.0844006129433725,0.1493634834271328,0.7916481854261923,1.3771530404605528,estimated,log RR,0.6000000000000001
O2,Bivariate Selection on effect,0.5683255974950167,0.3895059386201278,-0.19510604220043382,1.3317572371904671,estimated,log RR,0.6000000000000001
O1,Bivariate Selection on zscore,1.0706211459426636,0.14924683978363004,0.7780973399667487,1.3631449519185783,estimated,log RR,0.6000000000000001
O2,Bivariate Selection on zscore,0.6207293881368006,0.3912194176540947,-0.14606067046522497,1.387519446738826,estimated,log RR,0.6000000000000001
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,0.7000000000000001
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,0.7000000000000001
O1,Bivariate Selection on effect,1.083538639035148,0.14947637444097064,0.7905649451308456,1.3765123329394504,estimated,log RR,0.7000000000000001
O2,Bivariate Selection on effect,0.5166393463554321,0.38030611222062527,-0.2287606335969934,1.2620393263078575,estimated,log RR,0.7000000000000001
O1,Bivariate Selection on zscore,1.0675761498167478,0.14959223202920477,0.7743753750395064,1.3607769245939891,estimated,log RR,0.7000000000000001
O2,Bivariate Selection on zscore,0.5728522191068388,0.380655776562703,-0.1732331029560591,1.3189375411697366,estimated,log RR,0.7000000000000001
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,0.8
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,0.8
O1,Bivariate Selection on effect,1.0829076327552547,0.14950016639973213,0.7898873066117797,1.3759279588987297,estimated,log RR,0.8
O2,Bivariate Selection on effect,0.4742577941829329,0.37236661098823165,-0.25558076335400115,1.2040963517198668,estimated,log RR,0.8
O1,Bivariate Selection on zscore,1.0647146582018971,0.14982811996154138,0.771051543077276,1.3583777733265183,estimated,log RR,0.8
O2,Bivariate Selection on zscore,0.5338527971302909,0.3705462407420883,-0.19241783472420215,1.2601234289847838,estimated,log RR,0.8
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,0.9
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,0.9
O1,Bivariate Selection on effect,1.08268066990727,0.14945936776977384,0.7897403090785132,1.3756210307360268,estimated,log RR,0.9
O2,Bivariate Selection on effect,0.4398843752909763,0.36607323405806874,-0.2776191634628384,1.157387914044791,estimated,log RR,0.9
O1,Bivariate Selection on zscore,1.062171575328923,0.14994825032149525,0.7682730046987922,1.3560701459590536,estimated,log RR,0.9
O2,Bivariate Selection on zscore,0.5031261939766011,0.36168195126192915,-0.20577043049678,1.2120228184499822,estimated,log RR,0.9
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,1
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,1
O1,Bivariate Selection on effect,1.0829336056116343,0.14938052461895263,0.7901477773584872,1.3757194338647816,estimated,log RR,1
O2,Bivariate Selection on effect,0.4119054331967296,0.36135391196081,-0.296348234246458,1.1201591006399172,estimated,log RR,1
O1,Bivariate Selection on zscore,1.060014122707518,0.14996869205710894,0.7660754862755844,1.3539527591394513,estimated,log RR,1
O2,Bivariate Selection on zscore,0.4794799412183217,0.35441673540208063,-0.21517686016975635,1.1741367426063998,estimated,log RR,1
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,1.1
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,1.1
O1,Bivariate Selection on effect,1.0836623247820238,0.14928249269548838,0.7910686390988666,1.376256010465181,estimated,log RR,1.1
O2,Bivariate Selection on effect,0.38879540357013775,0.35790774209016385,-0.3127037709265834,1.090294578066859,estimated,log RR,1.1
O1,Bivariate Selection on zscore,1.0582488782783146,0.1499145321196507,0.7644163953237992,1.35208136123283,estimated,log RR,1.1
O2,Bivariate Selection on zscore,0.4615226389044107,0.34873558761746454,-0.22199911282581974,1.145044390634641,estimated,log RR,1.1
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,1.2000000000000002
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,1.2000000000000002
O1,Bivariate Selection on effect,1.084814497555699,0.1491742322949633,0.792433002257571,1.377195992853827,estimated,log RR,1.2000000000000002
O2,Bivariate Selection on effect,0.36930404032607456,0.35538805365127035,-0.32725654483041533,1.0658646254825643,estimated,log RR,1.2000000000000002
O1,Bivariate Selection on zscore,1.056842502919614,0.14981032631016086,0.7632142633516987,1.3504707424875293,estimated,log RR,1.2000000000000002
O2,Bivariate Selection on zscore,0.4479407483472967,0.34441585414500386,-0.22711432577691082,1.1229958224715042,estimated,log RR,1.2000000000000002
O1,Naive estimate,1.0914108519789538,0.14969377165753578,0.798016450820221,1.3848052531376867,estimated,log RR,1.3
O2,Naive estimate,1.120727411888737,0.459323203259312,0.22047047623691474,2.0209843475405593,estimated,log RR,1.3
O1,Bivariate Selection on effect,1.0863166766593733,0.14905703882630605,0.7941648805598134,1.3784684727589331,estimated,log RR,1.3
O2,Bivariate Selection on effect,0.35248935484950483,0.3534940122437735,-0.34035890914829126,1.045337618847301,estimated,log RR,1.3
O1,Bivariate Selection on zscore,1.0557425664517126,0.14967575423478105,0.7623780881515417,1.3491070447518836,estimated,log RR,1.3
O2,Bivariate Selection on zscore,0.4376322774193205,0.3411689055479299,-0.23105877745462206,1.106323332293263,estimated,log RR,1.3
O1,Naive estimate,1.5258884967988182,0.18431678074616942,1.1646342447899605,1.887142748807676,studyspecific,log OR,0
O2,Naive estimate,1.30327996897,0.429583235662521,0.4613122987092765,2.145247639230724,studyspecific,log OR,0
O1,Bivariate Selection on effect,1.5100170244907294,0.16900751835632766,1.1787622885123272,1.8412717604691315,studyspecific,log OR,0
O2,Bivariate Selection on effect,1.395523133561295,0.41463616125992947,0.5828362574918332,2.208210009630757,studyspecific,log OR,0
O1,Bivariate Selection on zscore,1.5100170244907294,0.16900751835632766,1.1787622885123272,1.8412717604691315,studyspecific,log OR,0
O2,Bivariate Selection on zscore,1.395523133561295,0.41463616125992947,0.5828362574918332,2.208210009630757,studyspecific,log OR,0
O1,Naive estimate,1.5258884967988182,0.18431678074616942,1.1646342447899605,1.887142748807676,studyspecific,log OR,0.1
O2,Naive estimate,1.30327996897,0.429583235662521,0.4613122987092765,2.145247639230724,studyspecific,log OR,0.1
O1,Bivariate Selection on effect,1.510742748233339,0.17099082323834022,1.1756007346861923,1.8458847617804859,studyspecific,log OR,0.1
O2,Bivariate Selection on effect,1.312760723886984,0.4150540246036392,0.4992548356638512,2.126266612110117,studyspecific,log OR,0.1
O1,Bivariate Selection on zscore,1.5079386077238115,0.1703984490207545,1.1739576476431326,1.8419195678044904,studyspecific,log OR,0.1
O2,Bivariate Selection on zscore,1.325914847917759,0.4145711807597702,0.5133553336286094,2.1384743622069085,studyspecific,log OR,0.1
O1,Naive estimate,1.5258884967988182,0.18431678074616942,1.1646342447899605,1.887142748807676,studyspecific,log OR,0.2
O2,Naive estimate,1.30327996897,0.429583235662521,0.4613122987092765,2.145247639230724,studyspecific,log OR,0.2
O1,Bivariate Selection on effect,1.5117513270894682,0.1727998562860684,1.1730636087687742,1.8504390454101622,studyspecific,log OR,0.2
O2,Bivariate Selection on effect,1.231188871155359,0.4135262124941974,0.420677494666732,2.041700247643986,studyspecific,log OR,0.2
O1,Bivariate Selection on zscore,1.505976471322243,0.17168456309277458,1.169474727660405,1.842478214984081,studyspecific,log OR,0.2
O2,Bivariate Selection on zscore,1.2577042082396392,0.41324147915924264,0.4477509090875237,2.067657507391755,studyspecific,log OR,0.2
O1,Naive estimate,1.5258884967988182,0.18431678074616942,1.1646342447899605,1.887142748807676,studyspecific,log OR,0.30000000000000004
O2,Naive estimate,1.30327996897,0.429583235662521,0.4613122987092765,2.145247639230724,studyspecific,log OR,0.30000000000000004
O1,Bivariate Selection on effect,1.5129432651748884,0.17442454309394165,1.171071160710763,1.854815369639014,studyspecific,log OR,0.30000000000000004
O2,Bivariate Selection on effect,1.1530436245287226,0.40958584838887047,0.3502553616865365,1.9558318873709086,studyspecific,log OR,0.30000000000000004
O1,Bivariate Selection on zscore,1.5041195106635823,0.1728452441773462,1.1653428320759838,1.8428961892511808,studyspecific,log OR,0.30000000000000004
O2,Bivariate Selection on zscore,1.1919498591217688,0.41076472115446855,0.3868510056590104,1.997048712584527,studyspecific,log OR,0.30000000000000004
O1,Naive estimate,1.5258884967988182,0.18431678074616942,1.1646342447899605,1.887142748807676,studyspecific,log OR,0.4
O2,Naive estimate,1.30327996897,0.429583235662521,0.4613122987092765,2.145247639230724,studyspecific,log OR,0.4
O1,Bivariate Selection on effect,1.5141613295843994,0.17589566892557337,1.1694058184902756,1.8589168406785233,studyspecific,log OR,0.4
O2,Bivariate Selection on effect,1.080706686090765,0.4034833356880172,0.28987934814225136,1.8715340240392786,studyspecific,log OR,0.4
O1,Bivariate Selection on zscore,1.5023118988336799,0.1738612589404567,1.1615438313103847,1.843079966356975,studyspecific,log OR,0.4
O2,Bivariate Selection on zscore,1.1294496740785578,0.40751583400275704,0.33071863943315405,1.9281807087239615,studyspecific,log OR,0.4
O1,Naive estimate,1.5258884967988182,0.18431678074616942,1.1646342447899605,1.887142748807676,studyspecific,log OR,0.5
O2,Naive estimate,1.30327996897,0.429583235662521,0.4613122987092765,2.145247639230724,studyspecific,log OR,0.5
O1,Bivariate Selection on effect,1.5152583434651814,0.17726654880374162,1.1678159078098478,1.862700779120515,studyspecific,log OR,0.5
O2,Bivariate Selection on effect,1.0160711854576172,0.39582502977928247,0.24025412709022353,1.791888243825011,studyspecific,log OR,0.5
